TimeStep  Sequence  Fight Delay  Kill Delay  Fight Time
11		1		0	 10	  10
11		2		0	 10	  10
12		3		0	 10	  10
12		4		0	 10	  10
13		5		0	 12	  12
13		6		0	 10	  10
14		7		0	 10	  10
14		8		0	 12	  12
15		9		0	 14	  14
15		10		0	 10	  10
15		11		0	 12	  12
15		12		0	 12	  12
16		13		0	 15	  15
16		14		0	 14	  14
16		15		0	 13	  13
16		16		0	 12	  12
16		17		0	 10	  10
16		18		0	 10	  10
16		19		0	 9	  9
17		20		0	 15	  15
17		21		0	 15	  15
17		22		0	 12	  12
17		23		0	 12	  12
17		24		0	 10	  10
18		25		0	 15	  15
18		26		0	 12	  12
18		27		0	 17	  17
18		28		0	 14	  14
18		29		0	 14	  14
18		30		0	 10	  10
18		31		0	 13	  13
19		32		0	 17	  17
19		33		0	 17	  17
19		34		0	 15	  15
19		35		0	 14	  14
19		36		0	 13	  13
19		37		0	 10	  10
19		38		0	 10	  10
19		39		0	 18	  18
19		40		0	 17	  17
19		41		0	 15	  15
20		42		0	 16	  16
20		43		0	 15	  15
20		44		0	 14	  14
20		45		0	 12	  12
20		46		0	 10	  10
20		47		0	 16	  16
20		48		0	 10	  10
20		49		0	 19	  19
20		50		0	 18	  18
21		51		0	 18	  18
21		52		0	 17	  17
21		53		0	 14	  14
21		54		0	 15	  15
21		55		0	 15	  15
21		56		0	 12	  12
21		57		0	 12	  12
21		58		0	 19	  19
21		59		0	 19	  19
22		60		0	 21	  21
22		61		0	 19	  19
22		62		0	 18	  18
22		63		0	 17	  17
22		64		0	 15	  15
22		65		0	 15	  15
22		66		0	 12	  12
22		67		0	 14	  14
22		68		0	 14	  14
22		69		0	 21	  21
22		70		0	 15	  15
23		71		0	 19	  19
23		72		0	 18	  18
23		73		0	 15	  15
23		74		0	 14	  14
23		75		0	 21	  21
23		76		0	 20	  20
23		77		0	 17	  17
24		78		0	 19	  19
24		79		0	 17	  17
24		80		0	 15	  15
24		81		0	 17	  17
24		82		0	 14	  14
24		83		0	 14	  14
24		84		0	 23	  23
24		85		0	 19	  19
24		86		0	 21	  21
24		87		0	 18	  18
24		88		2	 11	  13
25		89		0	 23	  23
25		90		0	 19	  19
25		91		0	 17	  17
25		92		0	 17	  17
25		93		0	 18	  18
25		94		0	 15	  15
25		95		0	 14	  14
25		96		0	 23	  23
25		97		0	 21	  21
25		98		0	 16	  16
25		99		0	 15	  15
25		100		0	 22	  22
25		101		0	 22	  22
25		102		0	 21	  21
25		103		0	 19	  19
25		104		4	 10	  14
26		105		0	 21	  21
26		106		0	 18	  18
26		107		0	 17	  17
26		108		0	 18	  18
26		109		0	 25	  25
26		110		0	 25	  25
26		111		0	 25	  25
26		112		0	 23	  23
26		113		0	 22	  22
26		114		0	 19	  19
26		115		0	 16	  16
27		116		0	 21	  21
27		117		0	 18	  18
27		118		0	 23	  23
27		119		0	 19	  19
27		120		0	 26	  26
27		121		0	 25	  25
27		122		0	 22	  22
27		123		0	 23	  23
27		124		0	 19	  19
28		125		0	 22	  22
28		126		0	 18	  18
28		127		0	 18	  18
28		128		0	 27	  27
28		129		0	 19	  19
28		130		0	 26	  26
28		131		0	 25	  25
28		132		0	 18	  18
28		133		0	 27	  27
28		134		0	 23	  23
28		135		0	 23	  23
28		136		0	 23	  23
28		137		0	 20	  20
28		138		0	 20	  20
28		139		3	 14	  17
28		140		5	 12	  17
29		141		0	 22	  22
29		142		0	 19	  19
29		143		0	 19	  19
29		144		0	 18	  18
29		145		0	 28	  28
29		146		0	 28	  28
29		147		0	 27	  27
29		148		0	 26	  26
29		149		0	 26	  26
29		150		0	 23	  23
29		151		0	 23	  23
29		152		0	 21	  21
29		153		5	 12	  17
29		154		6	 9	  15
29		155		7	 9	  16
29		156		12	 3	  15
30		157		0	 22	  22
30		158		0	 29	  29
30		159		0	 28	  28
30		160		0	 27	  27
30		161		0	 27	  27
30		162		0	 23	  23
30		163		7	 7	  14
30		164		9	 9	  18
