TimeStep  Sequence  Fight Delay  Kill Delay  Fight Time
11		1		0	 10	  10
11		2		0	 10	  10
12		3		0	 10	  10
13		4		0	 12	  12
13		5		0	 10	  10
13		6		0	 10	  10
14		7		0	 12	  12
14		8		0	 12	  12
14		9		0	 11	  11
14		10		0	 10	  10
14		11		0	 10	  10
15		12		0	 13	  13
15		13		0	 10	  10
15		14		0	 10	  10
15		15		0	 13	  13
15		16		0	 12	  12
16		17		0	 14	  14
16		18		0	 10	  10
16		19		0	 15	  15
17		20		0	 14	  14
17		21		0	 10	  10
17		22		0	 10	  10
17		23		0	 15	  15
17		24		0	 15	  15
18		25		0	 12	  12
18		26		0	 12	  12
18		27		0	 17	  17
18		28		0	 14	  14
18		29		0	 14	  14
19		30		0	 15	  15
19		31		0	 12	  12
19		32		0	 10	  10
19		33		0	 18	  18
19		34		0	 17	  17
19		35		0	 16	  16
19		36		0	 18	  18
19		37		0	 18	  18
19		38		0	 17	  17
19		39		0	 15	  15
19		40		0	 14	  14
19		41		0	 14	  14
20		42		0	 17	  17
20		43		0	 14	  14
20		44		0	 12	  12
20		45		0	 10	  10
20		46		0	 19	  19
20		47		0	 10	  10
20		48		0	 15	  15
20		49		0	 12	  12
21		50		0	 17	  17
21		51		0	 14	  14
21		52		0	 19	  19
21		53		0	 18	  18
21		54		0	 18	  18
21		55		0	 15	  15
21		56		0	 12	  12
22		57		0	 14	  14
22		58		0	 21	  21
22		59		0	 12	  12
22		60		0	 12	  12
22		61		0	 21	  21
22		62		0	 18	  18
22		63		0	 18	  18
22		64		0	 13	  13
22		65		0	 19	  19
22		66		0	 17	  17
22		67		0	 15	  15
23		68		0	 22	  22
23		69		0	 19	  19
23		70		0	 18	  18
23		71		0	 18	  18
23		72		0	 15	  15
23		73		0	 15	  15
23		74		0	 14	  14
23		75		0	 22	  22
23		76		0	 22	  22
23		77		0	 19	  19
23		78		0	 19	  19
23		79		0	 17	  17
23		80		0	 17	  17
23		81		0	 17	  17
23		82		0	 14	  14
24		83		0	 15	  15
24		84		0	 15	  15
24		85		0	 22	  22
24		86		0	 16	  16
24		87		0	 22	  22
24		88		0	 19	  19
24		89		0	 18	  18
24		90		0	 17	  17
24		91		0	 17	  17
24		92		0	 14	  14
24		93		3	 10	  13
25		94		0	 15	  15
25		95		0	 22	  22
25		96		0	 23	  23
25		97		0	 21	  21
25		98		0	 19	  19
25		99		0	 16	  16
25		100		0	 18	  18
25		101		0	 15	  15
25		102		0	 14	  14
25		103		4	 9	  13
26		104		0	 25	  25
26		105		0	 23	  23
26		106		0	 21	  21
26		107		0	 18	  18
26		108		0	 15	  15
26		109		0	 22	  22
26		110		0	 19	  19
26		111		0	 19	  19
26		112		0	 18	  18
26		113		3	 11	  14
26		114		4	 11	  15
27		115		0	 17	  17
27		116		0	 17	  17
27		117		0	 26	  26
27		118		0	 23	  23
27		119		0	 23	  23
27		120		0	 22	  22
27		121		0	 21	  21
27		122		0	 21	  21
27		123		0	 21	  21
27		124		0	 22	  22
27		125		0	 19	  19
27		126		0	 19	  19
28		127		0	 26	  26
28		128		0	 25	  25
28		129		0	 19	  19
28		130		0	 18	  18
28		131		0	 27	  27
28		132		0	 23	  23
28		133		0	 25	  25
28		134		0	 25	  25
28		135		0	 21	  21
28		136		0	 19	  19
28		137		3	 14	  17
28		138		4	 11	  15
28		139		4	 13	  17
28		140		11	 4	  15
29		141		0	 27	  27
29		142		0	 24	  24
29		143		0	 25	  25
29		144		0	 26	  26
29		145		0	 22	  22
29		146		0	 19	  19
29		147		0	 19	  19
29		148		0	 23	  23
29		149		0	 21	  21
29		150		0	 20	  20
30		151		0	 27	  27
30		152		0	 26	  26
30		153		0	 28	  28
30		154		0	 28	  28
30		155		0	 28	  28
30		156		0	 25	  25
30		157		0	 25	  25
30		158		0	 22	  22
30		159		0	 26	  26
30		160		0	 23	  23
30		161		0	 23	  23
30		162		0	 23	  23
30		163		0	 22	  22
30		164		0	 29	  29
